ticker_1,ticker_2,correlacao,frequencia,universo,nome_ativo_1,classe_1,subclasse_1,regiao_1,pais_1,tipo_ativo_1,grupo_universo_1,nome_ativo_2,classe_2,subclasse_2,regiao_2,pais_2,tipo_ativo_2,grupo_universo_2
BOVA11.SA,BRL=X,0.018188847001335395,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos
BOVA11.SA,BTC-USD,0.15153507951898923,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos
BOVA11.SA,BZ=F,0.22607940173868368,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Brent Crude Oil,Commodity,Petroleo,Global,Global,commodity,alternativos
BOVA11.SA,ECH,0.4180806314089845,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI Chile ETF,ETF,Chile,America Latina,Chile,etf,etfs
BOVA11.SA,ENZL,0.35071861930393194,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs
BOVA11.SA,EWA,0.45749119195093885,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs
BOVA11.SA,EWG,0.38281804160816096,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs
BOVA11.SA,EWH,0.3297597988511576,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs
BOVA11.SA,EWJ,0.3428901510891338,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs
BOVA11.SA,EWT,0.37673375589331975,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs
BOVA11.SA,EWU,0.40769915167018034,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs
BOVA11.SA,EWW,0.453357878580788,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs
BOVA11.SA,EWY,0.41192017044441404,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs
BOVA11.SA,EZA,0.46750678498214737,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
BOVA11.SA,FEZ,0.4019049372424461,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
BOVA11.SA,GC=F,0.06558562360192893,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
BOVA11.SA,GLD,0.08040845556475723,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
BOVA11.SA,IEMG,0.4746156440757807,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
BOVA11.SA,INDA,0.38663665586184776,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
BOVA11.SA,MCHI,0.3435427571525733,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
BOVA11.SA,QQQ,0.34606989807231536,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
BOVA11.SA,SMAL11.SA,0.8469781670849741,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
BOVA11.SA,SPY,0.38034990017612513,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
BOVA11.SA,USO,0.2543989757664684,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
BOVA11.SA,VEA,0.41379783605795767,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
BOVA11.SA,VT,0.415160294950668,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
BOVA11.SA,XLE,0.418567199342024,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
BOVA11.SA,^AXJO,0.20513343261889463,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
BOVA11.SA,^BVSP,0.978785097119819,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
BOVA11.SA,^FTSE,0.29129637735146285,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
BOVA11.SA,^GDAXI,0.295146356695173,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
BOVA11.SA,^GSPC,0.38411829323066565,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
BOVA11.SA,^HSI,0.16857523801036278,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
BOVA11.SA,^KS11,0.13850735490532845,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
BOVA11.SA,^MXX,0.34801466231158684,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
BOVA11.SA,^N225,0.15029390197364184,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
BOVA11.SA,^NDX,0.349641126691624,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
BOVA11.SA,^NSEI,0.17996992383201277,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
BOVA11.SA,^NZ50,0.09536323026632636,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
BOVA11.SA,^STOXX50E,0.31311401278556217,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
BOVA11.SA,^TWII,0.1276254488193875,diaria,total,iShares Ibovespa ETF,ETF,Brasil Broad Market,Brasil,Brasil,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
BRL=X,BTC-USD,0.2617307531698215,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos
BRL=X,BZ=F,0.3514235233425491,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Brent Crude Oil,Commodity,Petroleo,Global,Global,commodity,alternativos
BRL=X,ECH,0.5054529117703251,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI Chile ETF,ETF,Chile,America Latina,Chile,etf,etfs
BRL=X,ENZL,0.639651781814241,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs
BRL=X,EWA,0.5755012743290162,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs
BRL=X,EWG,0.5977511582333035,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs
BRL=X,EWH,0.6193456370945497,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs
BRL=X,EWJ,0.6667701101978438,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs
BRL=X,EWT,0.5969702788004211,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs
BRL=X,EWU,0.6398636936348696,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs
BRL=X,EWW,0.5485601276904514,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs
BRL=X,EWY,0.5376615752565409,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs
BRL=X,EZA,0.469258458920617,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
BRL=X,FEZ,0.5958007295436231,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
BRL=X,GC=F,0.6817707286772494,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
BRL=X,GLD,0.7085063141305309,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
BRL=X,IEMG,0.6286774692647278,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
BRL=X,INDA,0.6163312623857901,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
BRL=X,MCHI,0.5125555267417696,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
BRL=X,QQQ,0.5990144995458568,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
BRL=X,SMAL11.SA,-0.01808675096014149,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
BRL=X,SPY,0.6659343961705411,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
BRL=X,USO,0.3688069653553266,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
BRL=X,VEA,0.670822206628059,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
BRL=X,VT,0.6768648404343725,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
BRL=X,XLE,0.47787967913997936,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
BRL=X,^AXJO,0.4152629852258345,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
BRL=X,^BVSP,0.012801886360165968,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
BRL=X,^FTSE,0.5685360128882722,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
BRL=X,^GDAXI,0.4848665035699764,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
BRL=X,^GSPC,0.663325951600353,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
BRL=X,^HSI,0.4305261661305361,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
BRL=X,^KS11,0.40343862965573096,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
BRL=X,^MXX,0.39641953804803376,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
BRL=X,^N225,0.5010112894500252,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
BRL=X,^NDX,0.5958271635741403,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
BRL=X,^NSEI,0.5535767529823171,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
BRL=X,^NZ50,0.620473834097646,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
BRL=X,^STOXX50E,0.4858589318521758,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
BRL=X,^TWII,0.4665033897459315,diaria,total,USDBRL,FX,Cambio,Brasil,Brasil,cambio,alternativos,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
BTC-USD,BZ=F,0.14620983920648448,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Brent Crude Oil,Commodity,Petroleo,Global,Global,commodity,alternativos
BTC-USD,ECH,0.2509207420482023,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI Chile ETF,ETF,Chile,America Latina,Chile,etf,etfs
BTC-USD,ENZL,0.31389749347283075,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs
BTC-USD,EWA,0.3160798395799661,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs
BTC-USD,EWG,0.31960665252742926,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs
BTC-USD,EWH,0.25405346293010717,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs
BTC-USD,EWJ,0.2930620621607176,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs
BTC-USD,EWT,0.2892328871989182,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs
BTC-USD,EWU,0.30565944811389395,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs
BTC-USD,EWW,0.2538577853993783,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs
BTC-USD,EWY,0.279120094941496,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs
BTC-USD,EZA,0.2538201070231472,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
BTC-USD,FEZ,0.32086889657520534,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
BTC-USD,GC=F,0.23963088051042325,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Ouro Spot/Front,Commodity,Ouro,Global,Global,commodity,alternativos
BTC-USD,GLD,0.25150411255511634,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
BTC-USD,IEMG,0.30486378769303046,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
BTC-USD,INDA,0.2790917190518274,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
BTC-USD,MCHI,0.2462867787260651,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
BTC-USD,QQQ,0.33595306873247543,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
BTC-USD,SMAL11.SA,0.14212406825112472,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
BTC-USD,SPY,0.33676856712897474,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
BTC-USD,USO,0.14308876781824548,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
BTC-USD,VEA,0.3303441408567509,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
BTC-USD,VT,0.342132250187144,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
BTC-USD,XLE,0.24001289022642863,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
BTC-USD,^AXJO,0.13157706784807044,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
BTC-USD,^BVSP,0.15798137731761222,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
BTC-USD,^FTSE,0.22206088751647715,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
BTC-USD,^GDAXI,0.23465946657780404,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
BTC-USD,^GSPC,0.33659655706806485,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
BTC-USD,^HSI,0.13527938643257853,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
BTC-USD,^KS11,0.10082281695430459,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
BTC-USD,^MXX,0.183112602609639,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
BTC-USD,^N225,0.14639362822444374,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
BTC-USD,^NDX,0.33715462547784397,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
BTC-USD,^NSEI,0.18651122314372434,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
BTC-USD,^NZ50,0.17775295577678704,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
BTC-USD,^STOXX50E,0.23591052614614502,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
BTC-USD,^TWII,0.131546361582409,diaria,total,Bitcoin USD,Crypto,Bitcoin,Global,Global,cripto,alternativos,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
BZ=F,ECH,0.385538748307482,diaria,total,Brent Crude Oil,Commodity,Petroleo,Global,Global,commodity,alternativos,iShares MSCI Chile ETF,ETF,Chile,America Latina,Chile,etf,etfs
BZ=F,ENZL,0.3739395555834892,diaria,total,Brent Crude Oil,Commodity,Petroleo,Global,Global,commodity,alternativos,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs
